Asset_ID,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30
A01,0.009073439104770197,0.03853438226551808,0.016369990219932264,0.0075664904096423725,0.017485729376997022,0.015524510100860237,-0.002424312250583544,0.02971668457304755,0.03969765278719814,0.023916367097242423,-0.01660581632652774,0.02089104879111437,0.004112264969583433,0.008260725298126442,0.00504613833119319,0.0034112049316509393,0.00352602073235804,0.0034908498565273172,0.014408422096857791,0.004047579938134566,0.0037858662812474994,0.006348404454047563,0.0019286084220642128,0.004031729107434887,0.01462459814009941,0.006907232498691582,0.006471073830255047,0.001299789411621007,0.00015286485236131936,-0.00011269585581443015
A02,0.03853438226551808,-0.005785559907734988,-0.004313126076079087,0.0402729407378357,0.0513552930031954,0.015069897174810082,-0.0019682827921988296,0.00940145893383885,0.04336132111163801,0.01762901258549389,0.005952721261886709,0.019040306052892288,0.0010135228468721722,0.009656547740397254,0.005843148014740438,0.005337580012710215,0.004124582224545193,0.0023966234986893277,0.010613166581655101,0.00621047221934223,0.010083555049298863,0.0210483551648529,0.018544801180486445,0.01739486662389774,0.004562281121364975,0.023383270611936464,0.0021563059092548145,0.0006955934182848766,0.0003023421675999223,0.00013488065873482101
A03,0.016369990219932268,-0.004313126076079087,0.02210306887112931,0.015500756654063488,0.0027026501432465995,0.0037368388416670296,0.009844411138942525,0.022438641638744445,0.013505364791953564,0.02304351998925085,0.022849000241050518,-0.005254274726229248,-0.00014967239493627742,0.005850230672802664,0.002300329688751793,0.003503074721958871,0.004272996941510334,0.002007064866053732,0.0010256507232916546,0.00011917215054610606,0.005272617916374834,0.008271679422291386,0.0041132485894886115,0.0010931687574815049,-0.0014504849158024917,0.00563308466225698,0.005730093365331375,0.0002469987971427653,0.0005929413742192602,0.0006266161686275733
A04,0.0075664904096423725,0.0402729407378357,0.01550075665406349,0.020540653096375188,0.013681115817766097,0.01265350544736921,0.020591689384258437,0.004692728973375466,-0.0037876490932722802,0.011658399854101895,0.0062389751586735005,0.006078218917225844,0.0019550193154557805,0.008780552385950173,0.009150177816195228,0.004621698879066209,0.004162856452641745,0.005839015674491433,0.0061985206998632835,0.0025123778815370756,-0.0015596589956778585,0.0033105080434550956,0.00825759169680319,0.011115450699416435,0.013608841578911743,0.011548621247517342,0.010159908930634601,0.0007520731694918598,0.0018664653186038233,0.000598921337454825
A05,0.01748572937699702,0.0513552930031954,0.0027026501432466,0.013681115817766097,-0.001724421062069356,0.026009622989996147,0.014339766030791352,0.036093183657023825,-0.018852597589212247,0.01271083763839792,0.02587478623599285,-0.006075235297705456,0.0033177038354474087,0.0021718981137448154,0.005525147819291695,-0.0005032348887690295,0.005079108509365513,0.0014063753928495065,0.008114343698475355,0.018324311001981296,0.00814249052786276,-0.002628344736452533,0.0013343988618292882,-0.0018519677486392757,0.006085001814563966,-0.005761954885334276,0.0049575999335787335,0.0011757569383626558,-0.0004499605000034407,-0.0002850616988650915
A06,0.015524510100860237,0.015069897174810082,0.003736838841667029,0.01265350544736921,0.026009622989996147,-0.0003301817401622261,0.015107893440451834,0.012238098354842157,0.01917017785429793,0.012955629565172898,0.024737000826236557,0.0033058311606947144,0.002239654914359284,0.008579875653954183,0.0011256360672395893,0.004631564429710843,0.00443363830283923,-0.0011861906499863971,-0.0012413058458292903,0.010420680324998821,0.006500498322024118,-0.0004892021319311304,0.0016208334886497803,0.0054016775403605425,0.012189070605888228,0.006077330660827079,0.01365065596367181,0.0003985196707942139,0.0009316095619374918,-0.00021886491737012096
A07,-0.0024243122505835444,-0.001968282792198829,0.009844411138942525,0.020591689384258437,0.01433976603079135,0.015107893440451834,0.017995981941350273,0.008157765445333956,0.011514986559849436,0.008378789158479215,0.0028028264387453777,0.020910319881061113,0.005127567530651701,0.0076902040361900474,0.001973482419479118,-0.0006815329610956979,0.0014562891693181254,0.00279238419224305,0.005372711327093069,0.0037362872906816125,0.0030995710769431057,0.0013862646803827407,-0.0007933962671128444,0.009620490178878841,0.002656546980919974,0.001465463553680904,0.0020055217147964795,0.0006479973641280235,-0.00039160288696966195,0.00034920749935511106
A08,0.02971668457304755,0.00940145893383885,0.022438641638744445,0.004692728973375466,0.03609318365702383,0.012238098354842157,0.008157765445333956,0.0287576301917559,0.03793502431627526,0.02094234717690834,0.016635356468486018,0.017411241930603297,0.002539167039385052,0.0031094270429056206,0.006205368800636196,0.001404381186956616,0.0054663850438733345,0.0034319454387816413,0.01542269911011389,0.012506823856168942,0.007923463215399027,0.003932137150054615,0.0027560270051178734,0.010853264431213351,0.007151292887720531,0.0115786884572541,0.002662311099110712,-8.895156935143763e-05,0.001475724394863193,0.0004208127959293167
A09,0.03969765278719814,0.043361321111638006,0.013505364791953564,-0.0037876490932722802,-0.018852597589212247,0.01917017785429793,0.011514986559849436,0.037935024316275254,0.05691333974175898,0.025946214524200133,0.023950368723961696,0.009508390509371164,0.003265513412866221,0.006982185485623165,0.0002275960655450388,0.0008764999989721627,0.011796073785328343,0.006772249143388455,0.010045008266174387,0.0012389192018194882,0.008724000596887103,0.014293430422930863,-0.002359598317380346,0.003833179953664924,0.009905311737766619,0.02039419164561103,0.011335444720760259,0.0003501587619562373,0.0005482670315933415,-0.00026349205138292866
A10,0.023916367097242427,0.01762901258549389,0.023043519989250853,0.011658399854101897,0.012710837638397922,0.0129556295651729,0.008378789158479215,0.02094234717690834,0.025946214524200133,0.01655782137121688,0.016555329815334877,-0.0010474542001651342,-0.00020273948308582033,0.0026433167462555584,0.001343664166794282,-0.0016500874811776188,0.004490706875216656,0.0006814685738080377,0.005864673102708015,0.0029871900908697816,0.0019218932131829219,-0.000991133761153618,0.0051017271870685485,0.004672783742238314,-0.0022082009058845913,0.008988555827557643,0.0129134575707807,4.283085731071653e-05,0.000671530124045555,-0.000174626222116316
A11,-0.016605816326527745,0.00595272126188671,0.022849000241050514,0.0062389751586735005,0.02587478623599285,0.024737000826236557,0.0028028264387453777,0.016635356468486018,0.023950368723961696,0.016555329815334877,0.01563748181675879,0.001889044046908704,-0.00227381618185872,0.0070868749387402495,0.005441156078995867,0.0024746960808516173,0.003159634713995611,0.0015590130775060603,0.0030607699846308192,0.002959176160657954,0.0012722558728547424,0.004499754237851863,0.004625054926825282,0.007066108726672992,0.010789062377408992,0.0071324643269012515,0.0036391391606596457,0.0012680827292125274,-2.0572594988256576e-05,-3.172392326592049e-05
A12,0.02089104879111437,0.019040306052892288,-0.005254274726229248,0.006078218917225843,-0.006075235297705457,0.003305831160694715,0.020910319881061113,0.017411241930603297,0.009508390509371164,-0.0010474542001651342,0.001889044046908704,0.00785061962240751,-0.00122278791576688,0.006826290690984322,0.0048852924966937385,0.003934909144131908,0.004264233967860793,-0.00028034289555726587,0.008207395222428035,0.010183723804404942,0.007513916915034472,0.008477852528419245,0.009535101550845172,-0.004202102955577916,0.004372994419611248,0.005417493897460065,0.0012870294332892592,8.167495296563921e-05,0.001197412789063484,0.0007288845375065401
A13,0.004112264969583433,0.0010135228468721722,-0.00014967239493627742,0.0019550193154557805,0.0033177038354474087,0.002239654914359284,0.005127567530651701,0.002539167039385052,0.003265513412866221,-0.00020273948308582033,-0.00227381618185872,-0.0012227879157668802,-0.0002781285194305164,0.0012672365045481083,0.00031627814596600705,0.0006556023375696748,0.000792630321994258,0.00042262123294603364,0.0022071777687054524,0.0005702042101642241,0.0005197369830634208,0.00115049929763103,0.0004263186295232258,0.002373203992482987,0.0023060335584439125,0.001485457437159833,0.0007415152384131847,2.2293977226864687e-06,0.00010452338160414123,7.184649185029864e-05
A14,0.008260725298126442,0.009656547740397254,0.005850230672802664,0.008780552385950173,0.0021718981137448154,0.008579875653954183,0.0076902040361900474,0.003109427042905621,0.006982185485623166,0.0026433167462555584,0.0070868749387402495,0.006826290690984322,0.001267236504548108,0.004372026360200944,-0.0002711019395823345,0.002339326719529604,0.0002028564666943647,0.0006229330585397907,0.005070280766918048,-0.0003421313814808797,-0.00043035763006341304,0.0045138018284614475,0.004093157568845185,0.0014227404152229188,0.003455017449487698,0.003837747806184391,0.002146440317433618,9.521552038621028e-05,0.0005004499356197284,0.00016154032194099435
A15,0.005046138331193191,0.005843148014740438,0.0023003296887517924,0.009150177816195228,0.005525147819291694,0.0011256360672395893,0.001973482419479118,0.006205368800636196,0.0002275960655450388,0.001343664166794282,0.005441156078995867,0.004885292496693739,0.000316278145966007,-0.00027110193958233445,-0.0010348570056284833,0.0025209072046039034,8.675263591602527e-05,0.001857021339436071,0.0051530680957569035,0.0008333192079854197,0.0018085954800648337,0.0031925485531957834,0.0010836954796784616,-0.0004096091975661316,0.003213451592115296,0.0024167957610951416,0.002425033206125045,0.0003010380918810879,3.4509039069726645e-05,0.00015757280314747152
A16,0.0034112049316509393,0.005337580012710215,0.0035030747219588713,0.004621698879066209,-0.0005032348887690295,0.004631564429710843,-0.0006815329610956979,0.001404381186956616,0.0008764999989721627,-0.0016500874811776188,0.0024746960808516173,0.003934909144131908,0.0006556023375696748,0.002339326719529604,0.0025209072046039034,0.00037611168397235086,0.00022991503084527352,0.0009312532285420432,0.00042019844506633404,0.001896549241194336,0.001187131053667591,0.0049767763836875275,0.001390196559620618,0.0059575412047187274,0.003008468601714968,0.003712520942174757,0.0014905658815953695,0.00025757353264254724,0.00019442520961782732,5.758305050252546e-05
A17,0.0035260207323580396,0.004124582224545193,0.004272996941510334,0.004162856452641746,0.005079108509365513,0.004433638302839231,0.0014562891693181252,0.0054663850438733345,0.011796073785328341,0.004490706875216656,0.003159634713995611,0.004264233967860794,0.000792630321994258,0.0002028564666943647,8.675263591602528e-05,0.00022991503084527352,0.0012111716860186657,-9.09139591146436e-06,0.00220852843110401,0.0016637954622685286,0.0007802077224930226,0.002528893269593037,-0.00022777083040848012,0.0030124829487000555,0.002106577986658283,0.0016299949919531718,0.004928439645620468,0.00019424369210876342,0.0001572854545406821,0.00027539897069131356
A18,0.003490849856527317,0.0023966234986893277,0.002007064866053732,0.005839015674491433,0.0014063753928495063,-0.0011861906499863971,0.0027923841922430494,0.0034319454387816413,0.006772249143388455,0.0006814685738080377,0.0015590130775060603,-0.00028034289555726587,0.00042262123294603364,0.0006229330585397906,0.001857021339436071,0.0009312532285420432,-9.091395911464362e-06,3.845313776776417e-05,-0.0010130437416212622,0.0009829296021612898,0.0011940894606698746,0.0031848651263495036,0.001747480423203342,0.002756605806697401,0.002665463115964364,0.003409075174649985,0.002258263916857549,1.8422702678998132e-05,9.194326665619539e-05,-2.7977530821795075e-05
