Asset_ID,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30
A01,1.0,0.6349554949868126,0.3724027389005323,0.13095163808120297,0.2780752773638994,0.3385562437817138,-0.06051002206892522,0.5489459610849127,0.6249441576576739,0.6104602399647355,-0.25664027072135387,0.49552951848795346,0.4323675402041661,0.42170655160736964,0.2840424065597695,0.2763308554685223,0.26018452865688013,0.3829029765408166,0.5315976275405029,0.18313117761471162,0.16847277467672642,0.2117060679219566,0.08894482465983863,0.11402464781876123,0.5366462646228441,0.24124440126082652,0.2361733359752759,0.5994453824255677,0.06330541527022568,-0.04814416260014959
A02,0.6349554949868126,1.0,-0.09815962514449474,0.6972781946857969,0.8170339997988315,0.32877554327006014,-0.04914762575162415,0.17374038701944627,0.6828969621088465,0.4501595330512692,0.09203571984775608,0.45181381234538354,0.10660604373454297,0.4931628473941251,0.3290388746367424,0.4325559204538722,0.3044758590444169,0.2629866344810578,0.3917309482764958,0.281104480960002,0.44890498007791024,0.7022037966289882,0.8556085142143012,0.49215827342643936,0.1674798269860472,0.8170238151819551,0.07873016723970938,0.32092856931904756,0.1252587965563492,0.05764500234409087
A03,0.3724027389005323,-0.09815962514449474,1.0,0.37052302518629204,0.059362790795546794,0.11255457314968294,0.3393707059519952,0.572494944153984,0.2936490203401315,0.8123755531083725,0.4877279345440583,-0.17213449790164304,-0.02173499543092855,0.41248770854857036,0.17883806813778452,0.39193750637277813,0.4354868468722314,0.3040638810528621,0.052265120428641176,0.007447105107839913,0.3240683460914042,0.3809853413659344,0.2620037065257218,0.04270123738228719,-0.07351284655053619,0.27173482505889895,0.28884314234701014,0.15733209153508798,0.33914922566764677,0.369728681040579
A04,0.13095163808120297,0.6972781946857969,0.37052302518629204,1.0,0.22861146268934268,0.28994901398517225,0.5400433096577849,0.09108619669146562,-0.06265330380027626,0.3126791877298654,0.1013154523109645,0.15148983106241798,0.21598366223535695,0.47099019114401974,0.5411920671772047,0.3933879685461665,0.3227646018718159,0.6729690168260742,0.24029930993848747,0.1194399660339999,-0.07292760799750582,0.11600086351159201,0.4001546664471405,0.33031806718769824,0.5247146434802895,0.4238197229068822,0.38962084224182025,0.3644471649020449,0.8121775895756597,0.2688458478082483
A05,0.2780752773638994,0.8170339997988315,0.059362790795546794,0.22861146268934268,1.0,0.5476549456421143,0.3455738361825892,0.6437458827623275,-0.2865547517639651,0.3132538208631021,0.38610140212286426,-0.1391337285045102,0.3367981056661248,0.10705122699398747,0.300281078357498,-0.039359751403856044,0.3618629601998798,0.1489425774008204,0.2890547057023139,0.8004874748806233,0.34984989962562724,-0.08462741570091588,0.059418587107673504,-0.05057091926641606,0.21558816453442772,-0.19430458798924796,0.17469723046879349,0.5235452311745938,-0.1799151125981386,-0.11758030806182623
A06,0.3385562437817138,0.32877554327006014,0.11255457314968294,0.28994901398517225,0.5476549456421143,1.0,0.4992717560640345,0.2993212216953106,0.399573663948075,0.4378395859794355,0.5061811273090726,0.10382077974752973,0.31177940913700136,0.5799192058069939,0.08389119142688631,0.49675655992805823,0.4331628452776348,-0.17226870906173625,-0.06063728424743736,0.6242481401075303,0.38300587792500485,-0.021599882549213495,0.09897131849016783,0.20226949058374233,0.5922009403006331,0.28103497096517244,0.6596329796616566,0.24334404205596571,0.5108124674782549,-0.12379587509268983
A07,-0.06051002206892522,-0.04914762575162415,0.3393707059519952,0.5400433096577849,0.3455738361825892,0.4992717560640345,1.0,0.22836030585523803,0.2747008360039925,0.324088481920336,0.06564186966425671,0.7516058051786003,0.8169651725923467,0.5949085254697678,0.16833617545324658,-0.08366206837195203,0.16284123552701837,0.464144176098376,0.3003864098788477,0.256169416071997,0.20901921873604812,0.07005433887004323,-0.055448134512526864,0.412310845060401,0.14772086177152766,0.0775618845270859,0.11091800257929155,0.452866322911791,-0.24575324884508246,0.22606816815893774
A08,0.5489459610849127,0.17374038701944627,0.572494944153984,0.09108619669146562,0.6437458827623275,0.2993212216953106,0.22836030585523803,1.0,0.6697726308545304,0.5995124047631658,0.2883416191449536,0.46317987762929724,0.2994152458704936,0.1780258982606711,0.39174393026401505,0.12759017122392594,0.4523842466068055,0.4221906332691559,0.6381718504619477,0.6346357506952544,0.39544869875383426,0.14706455804395308,0.1425511547315489,0.34425354914488565,0.2943061797947608,0.4535479243426962,0.1089742675226974,-0.04600879781904954,0.6854079286518691,0.20162077279032015
A09,0.6249441576576739,0.6828969621088465,0.2936490203401315,-0.06265330380027626,-0.2865547517639651,0.399573663948075,0.2747008360039925,0.6697726308545304,1.0,0.632985799635038,0.3537810521029736,0.21556293461355025,0.32815668378369195,0.340675843768665,0.012244655542902702,0.06786272288411252,0.8319397549424038,0.7099835555939504,0.35422132259589495,0.05357567211018403,0.37105469853241596,0.45557824863218654,-0.10400937642730211,0.10361542058276342,0.34740023518541996,0.6807967204830971,0.3954129267836404,0.1543474336854844,0.21701169693059863,-0.10758729793921387
A10,0.6104602399647355,0.4501595330512692,0.8123755531083725,0.3126791877298654,0.3132538208631021,0.4378395859794355,0.324088481920336,0.5995124047631658,0.632985799635038,1.0,0.39650255584778427,-0.038502409498477635,-0.03303344789093432,0.20911488835533076,0.11720829445426792,-0.20714388596111158,0.5135170812140258,0.11583691548666288,0.3353157863183542,0.20944658932078147,0.13253704714104889,-0.05122058888769776,0.36461743761210325,0.20479844595964822,-0.12557012668944642,0.48650428276760105,0.7303661356262556,0.03061096148564646,0.4309652958834264,-0.11560822384396954
A11,-0.25664027072135387,0.09203571984775608,0.4877279345440583,0.1013154523109645,0.38610140212286426,0.5061811273090726,0.06564186966425671,0.2883416191449536,0.3537810521029736,0.39650255584778427,1.0,0.04204335387545896,-0.22432275312426947,0.3394633701083145,0.287383081539025,0.1881002717224817,0.2187658183199897,0.16045502125378858,0.10596032626984765,0.125627192641714,0.05312328272833167,0.14080027228667322,0.20014258320749162,0.1875139976985172,0.3714786471565122,0.2337430778571118,0.12462327337648851,0.5487445168994182,-0.007994076110269588,-0.012716528346462697
A12,0.49552951848795346,0.45181381234538354,-0.17213449790164304,0.15148983106241798,-0.1391337285045102,0.10382077974752973,0.7516058051786003,0.46317987762929724,0.21556293461355025,-0.038502409498477635,0.04204335387545896,1.0,-0.18514578266306103,0.5018427335505238,0.3960092196689074,0.459036240100968,0.4531357492015083,-0.044283080158160376,0.4360764689670068,0.663535494599828,0.48152799449347816,0.4071414040629003,0.6332754337472221,-0.17114522165768603,0.23108608057908714,0.27248480760111826,0.0676446855350514,0.05424456256683971,0.7141144270944811,0.44842015288476433
